date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident
2020-04-03,08:30,BS,,754.0,,115.0,17.0,,397.0,21.0,https://www.gd.bs.ch/nm/2020-tagesbulletin-coronavirus-748-bestaetigte-faelle-im-kanton-basel-stadt-gd.html https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-771-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,411.0,22.0,,
2020-04-03,,FL,,76.0,,,,,51.0,0.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-03,,FR,,588.0,,77.0,21.0,,46.0,31.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-03,,GE,14733.0,3675.0,32.0,424.0,65.0,58.0,284.0,92.0,https://www.ge.ch/document/21502/telecharger,797.0,,,,25.0,,,,,,
2020-04-03,,GL,,59.0,,5.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-04-03,,GR,,649.0,,51.0,10.0,10.0,,30.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-04-03,,JU,,149.0,,28.0,3.0,,,0.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-04-03,11:00,LU,,449.0,,49.0,12.0,,,7.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-04-03,,NE,,444.0,,61.0,11.0,9.0,,28.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-04-03,,NW,,79.0,,10.0,2.0,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-04-03,00:00,OW,,56.0,,3.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-04-03,,SG,,480.0,,75.0,12.0,,50.0,8.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-04-03,,SH,,47.0,,9.0,3.0,,,1.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-04-03,00:00,SO,,237.0,,17.0,,,,3.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-04-03,,SZ,,165.0,,,,,75.0,4.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-04-03,,TG,,199.0,,,,,,7.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-04-03,08:00,TI,,2377.0,,370.0,75.0,67.0,287.0,155.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,67.0,,,,
2020-04-03,14:00,UR,,62.0,,6.0,,,26.0,1.0,https://www.ur.ch/themen/2920,,,,,,,,,,,
2020-04-03,,VD,,4185.0,,395.0,73.0,,,162.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-04-03,,VS,,1385.0,6.0,147.0,26.0,23.0,109.0,51.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-04-03,08:00,ZG,,138.0,,15.0,7.0,,44.0,1.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,65.0,104.0,,104.0,,,,,,,
2020-04-03,14:30,ZH,,2418.0,,207.0,,57.0,,41.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-04-04,11:00,AI,,21.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-04-04,13:00,AR,,66.0,,,,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-04-04,08:00,BE,,1106.0,,113.0,35.0,28.0,,28.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-04-04,,BL,,656.0,,73.0,19.0,17.0,298.0,19.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-04-04,10:15,BS,,767.0,,112.0,16.0,,434.0,24.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-771-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,414.0,21.0,,
2020-04-04,,FL,,77.0,,,,,55.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-04,,FR,,638.0,,89.0,21.0,,49.0,37.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-04,,GE,15284.0,3813.0,30.0,421.0,61.0,51.0,305.0,106.0,https://www.ge.ch/document/21502/telecharger,763.0,,,,22.0,,,,,,
2020-04-04,,GL,,61.0,,5.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-04-04,,GR,,657.0,,52.0,10.0,10.0,,30.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-04-04,,JU,,154.0,,27.0,3.0,,,0.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-04-04,11:00,LU,,469.0,,49.0,12.0,,,7.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-04-04,,NE,,452.0,,59.0,10.0,9.0,,30.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-04-04,,NW,,80.0,,10.0,2.0,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-04-04,,SG,,504.0,,79.0,13.0,,62.0,9.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-04-04,,SH,,47.0,,12.0,3.0,,,1.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-04-04,00:00,SO,,250.0,,,,,,3.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-04-04,,SZ,,168.0,,,,,92.0,5.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-04-04,,TG,,209.0,,,,,,7.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-04-04,08:00,TI,,2442.0,,363.0,72.0,67.0,314.0,165.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,67.0,,,,
2020-04-04,17:00,UR,,66.0,,6.0,,,26.0,1.0,https://www.ur.ch/themen/2920,,,,,,,,,,,
2020-04-04,,VD,,4257.0,,393.0,77.0,,,175.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-04-04,,VS,,1418.0,6.0,150.0,28.0,23.0,112.0,53.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-04-04,08:00,ZG,,146.0,,14.0,7.0,,46.0,2.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,66.0,102.0,,102.0,,,,,,,
2020-04-04,14:30,ZH,,2451.0,,194.0,,59.0,,48.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-04-05,13:00,AR,,67.0,,,,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-04-05,08:00,BE,,1137.0,,110.0,30.0,25.0,,28.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-04-05,,BL,,670.0,,73.0,19.0,17.0,369.0,19.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-04-05,10:15,BS,,789.0,,106.0,15.0,,460.0,26.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-794-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,425.0,22.0,,
2020-04-05,,FL,,77.0,,,,,56.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-05,,FR,,669.0,,87.0,20.0,,55.0,40.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-05,,GE,15591.0,3900.0,23.0,424.0,56.0,50.0,327.0,113.0,https://www.ge.ch/document/21502/telecharger,730.0,,,,26.0,,,,,,
2020-04-05,,GL,,63.0,,5.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-04-05,,GR,,668.0,,49.0,9.0,9.0,,33.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-04-05,,JU,,160.0,,29.0,4.0,,,0.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-04-05,11:00,LU,,478.0,,49.0,12.0,,,9.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-04-05,,NE,,463.0,,58.0,12.0,8.0,,31.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-04-05,,NW,,80.0,,9.0,2.0,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-04-05,,SG,,515.0,,70.0,13.0,,70.0,9.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-04-05,,SH,,49.0,,12.0,3.0,,,1.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-04-05,00:00,SO,,258.0,,16.0,,,,3.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-04-05,,SZ,,170.0,,,,,93.0,5.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-04-05,,TG,,214.0,,,,,,7.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-04-05,08:00,TI,,2508.0,,362.0,74.0,61.0,340.0,177.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,61.0,,,,
2020-04-05,17:00,UR,,67.0,,5.0,,,26.0,2.0,https://www.ur.ch/themen/2920,,,,,,,,,,,
2020-04-05,,VD,,4296.0,,405.0,77.0,,,188.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-04-05,,VS,,1433.0,4.0,147.0,26.0,23.0,115.0,57.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-04-05,08:00,ZG,,146.0,,14.0,7.0,,46.0,2.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,63.0,100.0,,100.0,,,,,,,
2020-04-05,14:30,ZH,,2481.0,,194.0,,59.0,,52.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-04-06,15:00,AG,,727.0,,82.0,25.0,24.0,,13.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200406_KFS_Coronavirus_Lagebulletin_27.pdf,,,,,,,,,,,
2020-04-06,11:00,AI,,21.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-04-06,08:00,AR,,69.0,,,,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-04-06,08:00,BE,,1173.0,,117.0,35.0,30.0,,31.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-04-06,,BL,,682.0,,67.0,17.0,17.0,412.0,19.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-04-06,09:45,BS,,798.0,,99.0,13.0,,481.0,26.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-803-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,427.0,21.0,,
2020-04-06,,FL,,77.0,,,,,58.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-06,,FR,,689.0,,87.0,19.0,,56.0,41.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-06,,GE,16191.0,4020.0,28.0,418.0,56.0,50.0,345.0,125.0,https://www.ge.ch/document/21502/telecharger,665.0,,,,24.0,,,,,,
2020-04-06,,GL,,63.0,,2.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-04-06,,GR,,679.0,,52.0,9.0,9.0,,34.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-04-06,,JU,,164.0,,27.0,4.0,,,0.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-04-06,11:00,LU,,497.0,,61.0,6.0,,,9.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-04-06,,NE,,485.0,,59.0,10.0,8.0,,36.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-04-06,,NW,,86.0,,11.0,2.0,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-04-06,00:00,OW,,60.0,,1.0,,,1.0,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-04-06,,SG,,532.0,,70.0,12.0,,75.0,11.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-04-06,,SH,,50.0,,15.0,3.0,,,1.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-04-06,00:00,SO,,261.0,,26.0,,,,3.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-04-06,,SZ,,178.0,,,,,93.0,6.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-04-06,10:00,TG,,220.0,,31.0,14.0,,,7.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-04-06,08:00,TI,,2546.0,,357.0,72.0,62.0,350.0,189.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,62.0,,,,
2020-04-06,14:00,UR,,67.0,,9.0,,,34.0,2.0,https://www.ur.ch/themen/2920,,,,,,,,,,,
2020-04-06,,VD,,4415.0,,390.0,76.0,,,204.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-04-06,,VS,,1499.0,7.0,134.0,26.0,22.0,134.0,60.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-04-06,08:00,ZG,,152.0,,14.0,8.0,,52.0,3.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,61.0,103.0,,103.0,,,,,,,
2020-04-06,14:30,ZH,,2595.0,,198.0,,58.0,,54.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-04-07,14:45,AG,,760.0,,84.0,25.0,25.0,170.0,16.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200407_KFS_Coronavirus_Lagebulletin_28.pdf,,,,,,,,,,,
2020-04-07,11:00,AI,,21.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-04-07,08:00,AR,,69.0,,,,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-04-07,08:00,BE,,1228.0,,122.0,34.0,26.0,,33.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-04-07,,BL,,690.0,,66.0,18.0,17.0,452.0,19.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-04-07,09:30,BS,,808.0,,101.0,13.0,,508.0,28.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-813-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,430.0,18.0,,
2020-04-07,,FL,,78.0,,,,,61.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-07,,FR,,729.0,,78.0,22.0,,73.0,44.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-07,,GE,17015.0,4194.0,26.0,412.0,51.0,48.0,374.0,136.0,https://www.ge.ch/document/21502/telecharger,612.0,,,,21.0,,,,,,
2020-04-07,,GL,,63.0,,2.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-04-07,,GR,,684.0,,49.0,8.0,8.0,,35.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-04-07,,JU,,171.0,,28.0,4.0,,,0.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-04-07,11:00,LU,,509.0,,57.0,6.0,,,9.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-04-07,,NE,,509.0,,64.0,10.0,5.0,,40.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-04-07,,NW,,87.0,,9.0,2.0,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-04-07,00:00,OW,,60.0,,2.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-04-07,,SG,,557.0,,65.0,9.0,,79.0,13.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-04-07,09:30,SH,,50.0,,14.0,3.0,,,1.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-04-07,00:00,SO,,264.0,,29.0,,,,3.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-04-07,,SZ,,185.0,,,,,105.0,7.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-04-07,10:00,TG,,222.0,,30.0,13.0,,,8.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-04-07,08:00,TI,,2599.0,,335.0,72.0,65.0,388.0,198.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-04-07,14:00,UR,,68.0,,7.0,,,42.0,2.0,https://www.ur.ch/themen/2920,,,,,,,,,,,
2020-04-07,,VD,,4495.0,,362.0,75.0,,,216.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-04-07,,VS,,1538.0,7.0,130.0,25.0,20.0,143.0,68.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-04-07,08:00,ZG,,157.0,,15.0,8.0,,54.0,3.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,62.0,100.0,,100.0,,,,,,,
2020-04-07,14:30,ZH,,2678.0,,181.0,,60.0,,56.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-04-08,14:45,AG,,788.0,,79.0,23.0,23.0,220.0,16.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200408_KFS_Coronavirus_Lagebulletin_29.pdf,,,,,,,,,,,
2020-04-08,11:00,AI,,23.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-04-08,08:00,AR,,72.0,,,,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-04-08,08:00,BE,,1286.0,,127.0,35.0,27.0,,37.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-04-08,,BL,,694.0,,65.0,18.0,17.0,461.0,21.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-04-08,10:00,BS,,829.0,,99.0,14.0,,535.0,31.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-834-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,447.0,16.0,,
2020-04-08,,FL,,78.0,,,,,61.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-04-08,,FR,,756.0,,80.0,22.0,,78.0,45.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-04-08,,GE,17765.0,4339.0,38.0,402.0,49.0,47.0,442.0,150.0,https://www.ge.ch/document/21502/telecharger,567.0,,,,21.0,,,,,,
2020-04-08,,GL,,64.0,,2.0,,,,2.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
