date,time,abbreviation_canton,tests_performed,total_positive_cases,new_hosp,total_hospitalized,intensive_care,ncumul_vent,released,deaths,source,ncumul_confirmed_non_resident,current_hosp_non_resident,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,ncumul_deceased_suspect,lat,long,name_canton,number_canton,new_positive_cases,new_deaths,total_currently_positive_per_100k,deaths_per_100k
2020-03-17,03:00,VS,,173,5,29,2,1.0,3,3,https://www.vs.ch/de/web/coronavirus/info?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_1rjMHS5sCcaN&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_1rjMHS5sCcaN_delta=5&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_1rjMHS5sCcaN_cur=2#collapse6927494,,,,,,,46.209567,7.604659,Valais/Wallis,23,57,1,50.66,0.878
2020-03-17,14:30,ZH,,430,0,,,,,1,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,103,0,28.58,0.066
2020-03-18,16:00,AG,,101,4,6,,,4,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200318_KFS_Coronavirus_Lagebulletin_14.pdf,,,,,,,47.40966,8.15688,Aargau,01,34,0,15.05,
2020-03-18,03:00,AR,,11,0,3,,,,,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=3d2a0733446b5fc7cdad0f48f61c28fd,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,6,0,19.93,
2020-03-18,03:00,BE,,193,0,,,,,1,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,70,0,18.72,0.097
2020-03-18,03:00,BL,,116,1,27,2,,16,2,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-116-bestaetigte-faelle-in-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,27,0,40.42,0.697
2020-03-18,11:15,BS,235,182,10,40,2,,36,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-182-bestaetigte-faelle-im-kanton-basel-stadt-treffen-mit-allen-spitaelern-gd.html,164.0,,,,,,47.564869,7.615259,Basel-Stadt,12,17,0,93.86,2.063
2020-03-18,03:00,FL,99,28,0,,,,1,,https://www.regierung.li/media/attachments/131-corona-hotline-0318.pdf?t=637202562374055719,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,9,0,72.54,
2020-03-18,17:00,FR,30,86,0,11,5,,,1,https://www.fr.ch/de/sr/gesundheit/covid-19/covid-19-im-kanton-freiburg-ist-ein-erster-todesfall-zu-beklagen,,,,,,,46.718391,7.074008,Fribourg,10,27,0,27.29,0.317
2020-03-18,03:00,GE,5654,783,3,78,20,17.0,,5,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,2.0,,46.220528,6.132935,Genève,25,172,1,158.12,1.01
2020-03-18,03:00,GR,,116,0,13,,,,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,0,0,58.62,0.505
2020-03-18,03:00,JU,,32,0,11,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,3,0,43.66,
2020-03-18,16:00,LU,,65,0,,,,,,https://web.archive.org/web/20200318191404/https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,65,0,15.99,
2020-03-18,03:00,NE,,146,2,18,3,,,2,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,32,1,82.02,1.124
2020-03-18,03:00,SG,,61,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,14,0,12.09,
2020-03-18,03:00,SO,,43,0,,,,,,https://www.oltnertagblatt.ch/solothurn/kanton-solothurn/zivilschuetzer-kontrollieren-wer-in-die-solothurner-spitaeler-rein-will-137174885,,,,,,,47.304135,7.639388,Solothurn,11,42,0,15.84,
2020-03-18,03:00,TG,276,32,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,9,0,11.69,
2020-03-18,03:00,TI,,511,0,65,13,,,14,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187493&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=7803bbc03dd49ef2e421dfd6b12dd239,,,,,,,46.295617,8.808924,Ticino,21,89,4,144.47,3.958
2020-03-18,03:00,UR,85,5,0,,,,,,https://www.ur.ch/mmdirektionen/63802,,,,,,,46.771849,8.628586,Uri,04,3,0,13.77,
2020-03-18,03:00,VD,,796,13,153,25,,16,12,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,188,3,100.37,1.513
2020-03-18,03:00,VS,,225,4,33,2,2.0,3,3,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2025.03.2020.pdf,,,,,,,46.209567,7.604659,Valais/Wallis,23,52,0,65.89,0.878
2020-03-18,14:30,ZH,,569,0,,,,,2,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,139,1,37.82,0.133
2020-03-19,15:00,AG,,118,11,17,6,3.0,4,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200319_KFS_Coronavirus_Lagebulletin_15.pdf,,,,,,,47.40966,8.15688,Aargau,01,17,0,17.59,
2020-03-19,03:00,AI,,6,0,1,,,,,Kantonaler Führungsstab Appenzell Innerrhoden,,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,1,0,37.27,
2020-03-19,03:00,BE,,282,0,,,,,1,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,89,0,27.35,0.097
2020-03-19,03:00,BL,,134,-8,19,2,,16,2,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-131-bestaetigte-faelle-in-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,18,0,46.69,0.697
2020-03-19,11:00,BS,235,222,0,40,2,,44,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-222-bestaetigte-faelle-basel-stadt-trifft-gemeinsam-mit-den-spitaelern-vorkehrungen-fuer-intensiv--und-beatmungskapazitaeten-gd.html,199.0,,,,,,47.564869,7.615259,Basel-Stadt,12,40,0,114.49,2.063
2020-03-19,03:00,FR,30,111,1,12,5,,,1,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,25,0,35.23,0.317
2020-03-19,03:00,GE,6232,1006,14,92,19,18.0,,6,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,5.0,,46.220528,6.132935,Genève,25,223,1,203.15,1.212
2020-03-19,03:00,GL,,17,0,,,,,,https://www.suedostschweiz.ch/ereignisse/2020-03-20/die-zahl-der-corona-faelle-im-glarnerland-steigt-stark-an,,,,,,,46.931042000000005,9.065751,Glarus,08,7,0,42.18,
2020-03-19,03:00,GR,,145,5,18,,,,1,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,29,0,73.27,0.505
2020-03-19,16:00,JU,,36,1,12,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,4,0,49.11,
2020-03-19,03:00,NE,,175,1,19,3,,,3,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,29,1,98.31,1.685
2020-03-19,03:00,NW,,25,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,21,0,58.14,
2020-03-19,03:00,SG,,85,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,24,0,16.84,
2020-03-19,03:00,TG,276,36,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,4,0,13.15,
2020-03-19,03:00,TI,,638,0,155,33,,,15,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187499&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=634a783514bdcbb426c005f1ea916268 https://www.youtube.com/watch?v=34RQ7OOWYoI,,,,,,,46.295617,8.808924,Ticino,21,127,1,180.38,4.241
2020-03-19,03:00,UR,85,7,0,,,,,,https://www.ur.ch/mmdirektionen/63841,,,,,,,46.771849,8.628586,Uri,04,2,0,19.28,
2020-03-19,03:00,VD,,1212,16,169,24,,52,13,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,416,1,152.82,1.639
2020-03-19,03:00,VS,,311,9,42,2,2.0,3,4,https://www.vs.ch/de/web/coronavirus#collapse6955818,,,,,,,46.209567,7.604659,Valais/Wallis,23,86,1,91.07,1.171
2020-03-19,14:30,ZH,,680,0,60,,12.0,,3,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,111,1,45.2,0.199
2020-03-20,15:00,AG,,168,8,25,4,2.0,4,1,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200320_KFS_Coronavirus_Lagebulletin_16.pdf,,,,,,,47.40966,8.15688,Aargau,01,50,0,25.04,0.149
2020-03-20,03:00,BE,,377,0,,,,,2,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,95,1,36.56,0.194
2020-03-20,03:00,BL,,184,8,27,2,,18,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-170-bestaetigte-faelle-in-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,50,1,64.11,1.045
2020-03-20,10:00,BS,235,272,5,45,2,,46,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-272-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,232.0,,,,,,47.564869,7.615259,Basel-Stadt,12,50,0,140.28,2.063
2020-03-20,03:00,FL,99,37,0,,,,1,,https://www.regierung.li/media/attachments/136-soziale-kontakte-reduktion-corona.pdf?t=637203388043363286,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,9,0,95.85,
2020-03-20,03:00,FR,30,145,8,20,6,,,1,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,34,0,46.02,0.317
2020-03-20,03:00,GE,6639,1132,17,109,22,21.0,,8,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,5.0,,46.220528,6.132935,Genève,25,126,2,228.59,1.616
2020-03-20,03:00,GR,,213,6,24,,,,3,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,68,2,107.63,1.516
2020-03-20,16:00,JU,,44,2,14,1,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,8,0,60.03,
2020-03-20,09:40,LU,,92,0,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,27,0,22.63,
2020-03-20,16:00,NE,,189,2,21,4,,,3,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,14,0,106.18,1.685
2020-03-20,15:20,NW,,28,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,3,0,65.12,
2020-03-20,03:00,SG,,98,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,13,0,19.42,
2020-03-20,03:00,SH,,14,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,0,0,17.2,
2020-03-20,17:37,SO,,66,0,,,,,,https://twitter.com/KantonSolothurn/status/1241041303024041989?p=p,,,,,,,47.304135,7.639388,Solothurn,11,23,0,24.32,
2020-03-20,03:00,TG,276,49,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,13,0,17.9,
2020-03-20,08:00,TI,,834,13,168,35,,,22,https://www4.ti.ch/dss/dsp/covid19/home/ https://www.youtube.com/watch?v=34RQ7OOWYoI,,,,,,,46.295617,8.808924,Ticino,21,196,7,235.79,6.22
2020-03-20,12:00,UR,85,7,0,,,,,,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,0,0,19.28,
2020-03-20,03:00,VD,,1432,13,182,24,,62,18,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,220,5,180.56,2.27
2020-03-20,03:00,VS,,346,5,47,5,5.0,3,6,https://www.vs.ch/de/web/coronavirus,,,,,,,46.209567,7.604659,Valais/Wallis,23,35,2,101.32,1.757
2020-03-20,03:00,ZG,,48,0,1,,,5,,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-ausreichende-testkapazitaeten-im-kanton-zug-vorhanden,,,,,,,47.157296,8.537294,Zug,09,24,0,38.28,
2020-03-20,14:30,ZH,,712,18,78,,15.0,,4,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,32,1,47.33,0.266
2020-03-21,03:00,AR,,11,0,3,,,,1,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-erster-todesfall-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=a88f209df29c38474f9c5f9e1c5dd53f,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,0,0,19.93,1.812
2020-03-21,03:00,BE,,418,0,,,,,3,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,41,1,40.54,0.291
2020-03-21,03:00,BL,,282,3,30,4,,21,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-282-bestaetigte-faelle-in-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,98,0,98.26,1.045
2020-03-21,10:00,BS,235,299,1,46,2,,57,5,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-299-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,242.0,,,,,,47.564869,7.615259,Basel-Stadt,12,27,1,154.2,2.579
2020-03-21,03:00,FL,99,44,0,,,,1,,https://www.regierung.li/media/attachments/138-corona-starke-zunahme-0321.pdf?t=637204593432337675,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,7,0,113.99,
2020-03-21,03:00,FR,30,167,8,28,6,,,2,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,22,1,53.0,0.635
2020-03-21,03:00,GE,7007,1261,36,145,25,24.0,,8,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,13.0,,46.220528,6.132935,Genève,25,129,0,254.64,1.616
2020-03-21,03:00,GR,,239,0,24,,,,3,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,26,0,120.77,1.516
2020-03-21,18:00,JU,,54,-1,13,1,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,10,0,73.67,
2020-03-21,11:00,LU,,109,0,,,,,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus;https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAuOzkQ6ZmQA%2FxRrLjJkeDWZdweUdKfwhAE94i2Apium%2F6rIvcF2Z5MaTtV52A77W2jrwVmrkZ8UhFPVmHC4iuI%3D,,,,,,,47.067763,8.1102,Luzern,03,17,0,26.81,0.246
2020-03-21,15:30,NE,,200,-1,20,5,,,4,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,11,1,112.36,2.247
2020-03-21,18:15,NW,,33,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,5,0,76.74,
2020-03-21,03:00,TG,276,56,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,7,0,20.45,
2020-03-21,08:00,TI,,918,16,184,40,37.0,,28,https://www4.ti.ch/dss/dsp/covid19/home/ https://www.youtube.com/watch?v=7g2sALU9bQM,,,,37.0,,,46.295617,8.808924,Ticino,21,84,6,259.54,7.916
2020-03-21,08:00,UR,85,12,0,,,,,,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,5,0,33.06,
2020-03-21,03:00,VD,,1676,28,210,24,,70,20,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,244,2,211.32,2.522
2020-03-21,03:00,VS,,433,8,55,6,5.0,3,7,https://www.vs.ch/de/web/coronavirus,,,,,,,46.209567,7.604659,Valais/Wallis,23,87,1,126.79,2.05
2020-03-21,14:30,ZH,,712,5,83,,23.0,,5,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,0,1,47.33,0.332
2020-03-22,12:00,AG,,232,0,25,4,2.0,4,1,https://www.ag.ch/de/aktuelles/medienportal/medienmitteilung/medienmitteilungen/mediendetails_139237.jsp,,,,,,,47.40966,8.15688,Aargau,01,64,0,34.58,0.149
2020-03-22,03:00,BL,,289,10,40,7,,21,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-289-bestaetigte-faelle-in-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,7,0,100.7,1.045
2020-03-22,10:30,BS,235,358,4,50,2,,73,5,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-358-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,265.0,,,,,,47.564869,7.615259,Basel-Stadt,12,59,0,184.63,2.579
2020-03-22,03:00,FL,99,46,0,,,,1,,https://www.regierung.li/media/attachments/139-46-faelle-0322.pdf?t=637204971345932209,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,2,0,119.17,
2020-03-22,03:00,FR,30,202,4,32,8,,,3,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,35,1,64.11,0.952
2020-03-22,03:00,GE,7252,1408,34,179,36,36.0,,9,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,6.0,4.0,46.220528,6.132935,Genève,25,147,1,284.33,1.817
2020-03-22,13:30,GL,,31,0,3,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,,46.931042000000005,9.065751,Glarus,08,14,0,76.92,
2020-03-22,03:00,GR,,266,3,27,,,,6,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,27,3,134.41,3.032
2020-03-22,17:00,JU,,61,5,18,2,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,7,0,83.22,
2020-03-22,11:00,LU,,131,0,,,,,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,22,0,32.23,0.246
2020-03-22,15:00,NE,,216,8,28,6,,,4,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,16,0,121.35,2.247
2020-03-22,16:25,NW,,36,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,3,0,83.72,
2020-03-22,03:00,TG,276,75,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,19,0,27.39,
2020-03-22,08:00,TI,,939,62,246,46,43.0,,37,https://web.archive.org/web/20200322153528/https://www4.ti.ch/dss/dsp/covid19/home/,,,,43.0,,,46.295617,8.808924,Ticino,21,21,9,265.48,10.461
2020-03-22,03:00,VD,,1782,22,232,31,,75,21,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,106,1,224.69,2.648
2020-03-22,03:00,VS,,490,9,64,7,6.0,3,10,https://www.vs.ch/de/web/coronavirus,,,,,,,46.209567,7.604659,Valais/Wallis,23,57,3,143.48,2.928
2020-03-22,14:30,ZH,,712,27,110,,22.0,,6,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,0,1,47.33,0.399
2020-03-23,15:00,AG,,241,0,10,3,2.0,4,1,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200323_KFS_Coronavirus_Lagebulletin_17.pdf,,,,,,,47.40966,8.15688,Aargau,01,9,0,35.92,0.149
2020-03-23,10:00,AR,,30,0,7,,,,1,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,0,0,54.35,1.812
2020-03-23,03:00,BE,,470,0,,,,,5,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,52,2,45.58,0.485
2020-03-23,03:00,BL,,302,11,51,10,,35,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-289-bestaetigte-faelle-in-basel-landschaft-1,,,,,,,47.45176,7.702414,Basel-Landschaft,13,13,0,105.23,1.045
2020-03-23,10:00,BS,235,376,6,56,2,,78,5,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-376-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,276.0,,,,,,47.564869,7.615259,Basel-Stadt,12,18,0,193.91,2.579
2020-03-23,18:00,FL,99,51,0,,,,1,,https://www.regierung.li/media/attachments/140-corona-regierung-0323.pdf?t=637205847493377066,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,5,0,132.12,
2020-03-23,03:00,FR,30,226,3,35,7,,,4,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,24,1,71.72,1.269
2020-03-23,12:00,GE,7649,1556,35,214,43,41.0,,13,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,11.0,,46.220528,6.132935,Genève,25,148,4,314.22,2.625
2020-03-23,18:00,JU,,69,0,18,3,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,8,0,94.13,
2020-03-23,11:00,LU,,156,0,,,,,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,25,0,38.38,0.246
2020-03-23,15:00,NE,,247,5,33,11,6.0,,5,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,31,1,138.76,2.809
2020-03-23,19:00,NW,,39,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,3,0,90.7,
2020-03-23,03:00,OW,6,25,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,24,0,66.49,
2020-03-23,03:00,SG,,228,0,,,,,1,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,130,0,45.18,0.198
2020-03-23,03:00,SH,,30,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,16,0,36.86,
2020-03-23,12:00,SO,,95,0,,,,,1,https://corona.so.ch/,,,,,,,47.304135,7.639388,Solothurn,11,29,0,35.0,0.368
2020-03-23,03:00,TG,276,81,0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,6,0,29.58,
