date,time,abbreviation_canton,tests_performed,total_positive_cases,new_hosp,total_hospitalized,intensive_care,ncumul_vent,released,deaths,source,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,current_hosp_resident,TotalPosTests1,ninst_ICU_intub,lat,long,name_canton,number_canton,new_positive_cases,new_deaths,total_currently_positive_per_100k,deaths_per_100k
2020-03-17,03:00,FR,30,59,0,,,,,0,https://www.fr.ch/sites/default/files/2020-09/200917_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,46.718391,7.074008,Fribourg,10,14,0,18.72,0.0
2020-03-17,03:00,GE,5174,705,9,75,19,17.0,,5,https://www.ge.ch/document/21502/telecharger,375.0,,,,2.0,,,,,,46.220528,6.132935,Genève,25,154,1,142.37,1.01
2020-03-17,03:00,GL,,12,0,0,,,,0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,46.931042000000005,9.065751,Glarus,08,2,0,29.78,0.0
2020-03-17,03:00,GR,,101,0,9,1,1.0,,1,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,17,0,51.04,0.505
2020-03-17,03:00,JU,,29,2,11,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,4,0,39.56,0.0
2020-03-17,03:00,NE,,114,3,16,,,,1,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,21,0,64.04,0.562
2020-03-17,03:00,NW,,12,-1,6,,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,46.926755,8.405302,Nidwalden,07,2,0,27.91,
2020-03-17,03:00,SG,,47,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,47.1832,9.274744,St. Gallen,17,32,0,9.31,
2020-03-17,03:00,SH,,2,0,,,,,0,https://sh.ch/CMS/get/file/f48a7425-2dc2-4f9d-b80e-7592dc45c13f,,,,,,,,,,,47.71357,8.59167,Schaffhausen,14,0,0,2.46,0.0
2020-03-17,03:00,TG,276,23,0,,,,,2,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,47.568715,9.091957,Thurgau,01,6,1,8.4,0.73
2020-03-17,03:00,TI,,426,25,137,23,0.0,62,10,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,58,2,120.44,2.827
2020-03-17,03:00,VD,,1039,14,166,24,,,11,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,243,2,131.0,1.387
2020-03-17,03:00,VS,,225,5,47,2,2.0,11,3,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,53,0,65.89,0.878
2020-03-17,08:00,ZG,,29,0,0,0,,1,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,22.0,23.0,,23.0,,,,,,,47.157296,8.537294,Zug,09,9,0,23.13,0.0
2020-03-17,14:30,ZH,,429,0,,,,,1,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,103,0,28.52,0.066
2020-03-18,16:00,AG,,101,4,6,,,4,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200318_KFS_Coronavirus_Lagebulletin_14.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,34,0,15.05,
2020-03-18,03:00,AR,,11,0,3,,,,,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=3d2a0733446b5fc7cdad0f48f61c28fd,,,,,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,6,0,19.93,
2020-03-18,03:00,BE,,193,0,,,,,1,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,70,0,18.72,0.097
2020-03-18,03:00,BL,,116,1,27,2,2.0,16,2,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,27,0,40.42,0.697
2020-03-18,11:15,BS,235,181,10,40,2,,36,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-182-bestaetigte-faelle-im-kanton-basel-stadt-treffen-mit-allen-spitaelern-gd.html,,,,,,160.0,,,,,47.564869,7.615259,Basel-Stadt,12,17,0,93.35,2.063
2020-03-18,03:00,FL,99,28,0,,,,1,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,9,0,72.54,0.0
2020-03-18,03:00,FR,30,86,0,11,5,,,0,https://www.fr.ch/sites/default/files/2020-09/200917_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,46.718391,7.074008,Fribourg,10,27,0,27.29,0.0
2020-03-18,03:00,GE,6002,857,3,78,20,17.0,,6,https://www.ge.ch/document/21502/telecharger,489.0,,,,2.0,,,,,,46.220528,6.132935,Genève,25,152,1,173.06,1.212
2020-03-18,03:00,GL,,14,0,0,,,,0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,46.931042000000005,9.065751,Glarus,08,2,0,34.74,0.0
2020-03-18,03:00,GR,,128,4,13,2,2.0,,1,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,27,0,64.68,0.505
2020-03-18,03:00,JU,,32,0,11,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,3,0,43.66,0.0
2020-03-18,16:00,LU,,65,0,,,,,,https://web.archive.org/web/20200318191404/https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,47.067763,8.1102,Luzern,03,65,0,15.99,
2020-03-18,03:00,NE,,146,2,18,,,,2,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,32,1,82.02,1.124
2020-03-18,03:00,NW,,18,0,6,,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,46.926755,8.405302,Nidwalden,07,6,0,41.86,
2020-03-18,03:00,SG,,61,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,47.1832,9.274744,St. Gallen,17,14,0,12.09,
2020-03-18,03:00,SH,,8,0,,,,,0,https://sh.ch/CMS/get/file/f48a7425-2dc2-4f9d-b80e-7592dc45c13f,,,,,,,,,,,47.71357,8.59167,Schaffhausen,14,6,0,9.83,0.0
2020-03-18,03:00,TG,276,32,0,,,,,2,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,47.568715,9.091957,Thurgau,01,9,0,11.69,0.73
2020-03-18,03:00,TI,,511,26,163,29,28.0,62,12,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,85,2,144.47,3.393
2020-03-18,03:00,UR,85,5,0,,,,,,https://www.ur.ch/mmdirektionen/63802,,,,,,,,,,,46.771849,8.628586,Uri,04,3,0,13.77,
2020-03-18,03:00,VD,,1303,15,181,23,,,14,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,264,3,164.29,1.765
2020-03-18,03:00,VS,,312,12,59,2,2.0,11,4,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,87,1,91.36,1.171
2020-03-18,08:00,ZG,,33,0,0,0,,5,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,26.0,27.0,,27.0,,,,,,,47.157296,8.537294,Zug,09,4,0,26.32,0.0
2020-03-18,14:30,ZH,,568,0,,,,,2,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,139,1,37.76,0.133
2020-03-19,15:00,AG,,118,11,17,6,3.0,4,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200319_KFS_Coronavirus_Lagebulletin_15.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,17,0,17.59,
2020-03-19,03:00,AI,,6,0,1,,,,0,Kantonaler Führungsstab Appenzell Innerrhoden,,,,,,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,1,0,37.27,0.0
2020-03-19,03:00,BE,,282,0,,,,,1,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,89,0,27.35,0.097
2020-03-19,03:00,BL,,134,-8,19,2,2.0,16,2,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,18,0,46.69,0.697
2020-03-19,11:00,BS,235,220,0,40,2,,44,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-222-bestaetigte-faelle-basel-stadt-trifft-gemeinsam-mit-den-spitaelern-vorkehrungen-fuer-intensiv--und-beatmungskapazitaeten-gd.html,,,,,,195.0,,,,,47.564869,7.615259,Basel-Stadt,12,39,0,113.46,2.063
2020-03-19,03:00,FL,99,28,0,,,,1,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,0,0,72.54,0.0
2020-03-19,03:00,FR,30,111,1,12,5,,,1,https://www.fr.ch/sites/default/files/2020-09/200917_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,46.718391,7.074008,Fribourg,10,25,1,35.23,0.317
2020-03-19,03:00,GE,6681,1035,14,92,19,18.0,,7,https://www.ge.ch/document/21502/telecharger,619.0,,,,5.0,,,,,,46.220528,6.132935,Genève,25,178,1,209.01,1.414
2020-03-19,03:00,GL,,16,0,0,,,,0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,46.931042000000005,9.065751,Glarus,08,2,0,39.7,0.0
2020-03-19,03:00,GR,,182,5,18,2,2.0,,2,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,54,1,91.97,1.011
2020-03-19,03:00,JU,,36,1,12,0,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,4,0,49.11,0.0
2020-03-19,03:00,NE,,175,1,19,,,,3,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,29,1,98.31,1.685
2020-03-19,03:00,NW,,25,-1,5,,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,46.926755,8.405302,Nidwalden,07,7,0,58.14,
2020-03-19,03:00,SG,,85,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,47.1832,9.274744,St. Gallen,17,24,0,16.84,
2020-03-19,03:00,SH,,12,0,,,,,0,https://sh.ch/CMS/get/file/f48a7425-2dc2-4f9d-b80e-7592dc45c13f,,,,,,,,,,,47.71357,8.59167,Schaffhausen,14,4,0,14.74,0.0
2020-03-19,03:00,TG,276,37,0,,,,,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,47.568715,9.091957,Thurgau,01,5,1,13.51,1.096
2020-03-19,03:00,TI,,638,19,182,33,32.0,65,13,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,127,1,180.38,3.675
2020-03-19,03:00,UR,85,7,0,,,,,,https://www.ur.ch/mmdirektionen/63841,,,,,,,,,,,46.771849,8.628586,Uri,04,2,0,19.28,
2020-03-19,03:00,VD,,1513,14,195,25,,,15,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,210,1,190.77,1.891
2020-03-19,03:00,VS,,349,5,64,5,5.0,12,6,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,37,2,102.2,1.757
2020-03-19,08:00,ZG,,37,1,1,0,,5,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,34.0,40.0,,40.0,,,,,,,47.157296,8.537294,Zug,09,4,0,29.51,0.0
2020-03-19,14:30,ZH,,679,0,60,,12.0,,3,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,111,1,45.14,0.199
2020-03-20,15:00,AG,,168,8,25,4,2.0,4,1,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200320_KFS_Coronavirus_Lagebulletin_16.pdf,,,,,,,,,,,47.40966,8.15688,Aargau,01,50,0,25.04,0.149
2020-03-20,03:00,BE,,377,0,,,,,2,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,95,1,36.56,0.194
2020-03-20,03:00,BL,,184,8,27,2,2.0,18,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,50,1,64.11,1.045
2020-03-20,10:00,BS,235,270,5,45,2,,46,4,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-272-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,227.0,,,,,47.564869,7.615259,Basel-Stadt,12,50,0,139.25,2.063
2020-03-20,03:00,FL,99,37,0,,,,1,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,9,0,95.85,0.0
2020-03-20,03:00,FR,30,145,8,20,6,,,1,https://www.fr.ch/sites/default/files/2020-09/200917_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,46.718391,7.074008,Fribourg,10,34,0,46.02,0.317
2020-03-20,03:00,GE,7205,1204,17,109,22,21.0,,9,https://www.ge.ch/document/21502/telecharger,716.0,,,,5.0,,,,,,46.220528,6.132935,Genève,25,169,2,243.13,1.817
2020-03-20,03:00,GL,,20,0,0,,,,0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,46.931042000000005,9.065751,Glarus,08,4,0,49.63,0.0
2020-03-20,03:00,GR,,226,6,24,3,3.0,,3,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,44,1,114.2,1.516
2020-03-20,03:00,JU,,44,2,14,1,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,8,0,60.03,0.0
2020-03-20,09:40,LU,,92,0,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,47.067763,8.1102,Luzern,03,27,0,22.63,
2020-03-20,03:00,NE,,189,2,21,,,,3,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,14,0,106.18,1.685
2020-03-20,03:00,NW,,28,0,5,,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,46.926755,8.405302,Nidwalden,07,3,0,65.12,
2020-03-20,03:00,SG,,98,0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,47.1832,9.274744,St. Gallen,17,13,0,19.42,
2020-03-20,03:00,SH,,17,0,,,,,0,https://sh.ch/CMS/get/file/f48a7425-2dc2-4f9d-b80e-7592dc45c13f,,,,,,,,,,,47.71357,8.59167,Schaffhausen,14,5,0,20.88,0.0
2020-03-20,17:37,SO,,66,0,,,,,,https://twitter.com/KantonSolothurn/status/1241041303024041989?p=p,,,,,,,,,,,47.304135,7.639388,Solothurn,11,65,0,24.32,
2020-03-20,03:00,TG,276,50,0,,,,,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,47.568715,9.091957,Thurgau,01,13,0,18.26,1.096
2020-03-20,08:00,TI,,849,8,190,35,34.0,67,22,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,46.295617,8.808924,Ticino,21,211,9,240.03,6.22
2020-03-20,12:00,UR,85,7,0,,,,,,https://www.ur.ch/themen/2920,,,,,,,,,,,46.771849,8.628586,Uri,04,0,0,19.28,
2020-03-20,03:00,VD,,1754,10,205,24,,,21,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,241,6,221.16,2.648
2020-03-20,03:00,VS,,436,9,73,6,5.0,15,7,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,87,1,127.67,2.05
2020-03-20,08:00,ZG,,48,0,1,0,,5,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,40.0,50.0,,50.0,,,,,,,47.157296,8.537294,Zug,09,11,0,38.28,0.0
2020-03-20,14:30,ZH,,711,18,78,,15.0,,4,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,32,1,47.26,0.266
2020-03-21,03:00,AR,,11,0,3,,,,1,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-erster-todesfall-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=a88f209df29c38474f9c5f9e1c5dd53f,,,,,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,0,0,19.93,1.812
2020-03-21,03:00,BE,,418,0,,,,,3,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,46.823608,7.636667,Bern/Berne,02,41,1,40.54,0.291
2020-03-21,03:00,BL,,282,3,30,4,4.0,21,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,98,0,98.26,1.045
2020-03-21,10:00,BS,235,297,1,46,2,,57,5,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-299-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,237.0,,,,,47.564869,7.615259,Basel-Stadt,12,27,1,153.17,2.579
2020-03-21,03:00,FL,99,44,0,,,,4,0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,7,0,113.99,0.0
2020-03-21,03:00,FR,30,167,8,28,6,,,2,https://www.fr.ch/sites/default/files/2020-09/200917_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,46.718391,7.074008,Fribourg,10,22,1,53.0,0.635
2020-03-21,03:00,GE,7607,1342,36,145,25,24.0,,9,https://www.ge.ch/document/21502/telecharger,781.0,,,,13.0,,,,,,46.220528,6.132935,Genève,25,138,0,271.0,1.817
2020-03-21,03:00,GL,,25,0,0,,,,0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,46.931042000000005,9.065751,Glarus,08,5,0,62.03,0.0
2020-03-21,03:00,GR,,258,0,24,3,3.0,,4,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,32,1,130.37,2.021
2020-03-21,03:00,JU,,54,-1,13,1,,,0,https://www.jura.ch/Htdocs/Files/v/35330.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_17_09.xlsx?download=1,,,,,,,,,,,47.350744,7.156107,Jura,26,10,0,73.67,0.0
2020-03-21,11:00,LU,,109,0,,,,,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus;https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAuOzkQ6ZmQA%2FxRrLjJkeDWZdweUdKfwhAE94i2Apium%2F6rIvcF2Z5MaTtV52A77W2jrwVmrkZ8UhFPVmHC4iuI%3D,,,,,,,,,,,47.067763,8.1102,Luzern,03,17,0,26.81,0.246
2020-03-21,03:00,NE,,200,-1,20,,,,4,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,46.995534,6.780126,Neuchâtel,24,11,1,112.36,2.247
2020-03-21,03:00,NW,,33,0,5,,,,,http://www.nw.ch/coronastatistik,,,,,,,,,,,46.926755,8.405302,Nidwalden,07,5,0,76.74,
2020-03-21,03:00,SH,,28,0,,,,,0,https://sh.ch/CMS/get/file/f48a7425-2dc2-4f9d-b80e-7592dc45c13f,,,,,,,,,,,47.71357,8.59167,Schaffhausen,14,11,0,34.4,0.0
2020-03-21,03:00,TG,276,57,0,,,,,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,47.568715,9.091957,Thurgau,01,7,0,20.82,1.096
2020-03-21,08:00,TI,,916,34,224,40,37.0,68,28,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,37.0,46.295617,8.808924,Ticino,21,67,6,258.98,7.916
2020-03-21,08:00,UR,85,12,0,,,,,,https://www.ur.ch/themen/2920,,,,,,,,,,,46.771849,8.628586,Uri,04,5,0,33.06,
2020-03-21,03:00,VD,,1873,32,237,28,,,24,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,46.570091,6.557809000000001,Vaud,22,119,3,236.16,3.026
2020-03-21,03:00,VS,,498,10,83,8,6.0,17,10,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,46.209567,7.604659,Valais/Wallis,23,62,3,145.83,2.928
2020-03-21,08:00,ZG,,53,2,3,0,,5,0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,43.0,64.0,,64.0,,,,,,,47.157296,8.537294,Zug,09,5,0,42.26,0.0
2020-03-21,14:30,ZH,,919,5,83,,23.0,,5,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,47.41275,8.65508,Zürich,01,208,1,61.09,0.332
2020-03-22,12:00,AG,,232,0,25,4,2.0,4,1,https://www.ag.ch/de/aktuelles/medienportal/medienmitteilung/medienmitteilungen/mediendetails_139237.jsp,,,,,,,,,,,47.40966,8.15688,Aargau,01,64,0,34.58,0.149
2020-03-22,03:00,BL,,289,10,40,7,7.0,21,3,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,47.45176,7.702414,Basel-Landschaft,13,7,0,100.7,1.045
