,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
2820,2020-08-13 21:05:40,2020-06-26 01:00:00,,LU,Luzern,03,47.067763,8.1102,749,749,0,10,1,184.26,4.92,,0,20,,,,,,,,,,,,,2,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,517.432436,
2843,2020-08-13 21:05:40,2020-06-27 01:00:00,,LU,Luzern,03,47.067763,8.1102,749,749,0,10,1,184.26,4.92,,0,20,,,,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,647.224633,
2862,2020-08-13 21:05:40,2020-06-28 01:00:00,,LU,Luzern,03,47.067763,8.1102,752,752,0,10,1,184.99,4.92,,0,20,,,,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,432.637052,
2884,2020-08-13 21:05:40,2020-06-29 01:00:00,,LU,Luzern,03,47.067763,8.1102,754,754,0,10,1,185.49,4.92,,0,20,,,,,,,,,,,,,2,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,371.573706,
2910,2020-08-13 21:05:40,2020-06-30 01:00:00,,LU,Luzern,03,47.067763,8.1102,760,760,0,10,1,186.96,4.92,,0,20,,,,,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,200.874402,
2937,2020-08-13 21:05:40,2020-07-01 01:00:00,,LU,Luzern,03,47.067763,8.1102,763,763,0,9,2,187.7,4.92,,0,20,,,,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,187.14439,
2963,2020-08-13 21:05:40,2020-07-02 01:00:00,,LU,Luzern,03,47.067763,8.1102,763,763,0,9,2,187.7,4.92,,0,20,,,,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,187.14439,
2989,2020-08-13 21:05:40,2020-07-03 01:00:00,,LU,Luzern,03,47.067763,8.1102,767,767,0,9,2,188.68,4.92,,0,20,,,,,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,175.476057,
3029,2020-08-13 21:05:40,2020-07-05 01:00:00,,LU,Luzern,03,47.067763,8.1102,771,771,0,9,2,189.67,4.92,,0,20,,,,,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,155.442009,
3054,2020-08-13 21:05:40,2020-07-06 01:00:00,,LU,Luzern,03,47.067763,8.1102,771,771,0,9,2,189.67,4.92,,0,20,,20.0,71.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,241.179562,
3079,2020-08-13 21:05:40,2020-07-07 01:00:00,,LU,Luzern,03,47.067763,8.1102,772,772,0,9,2,189.91,4.92,,0,20,,21.0,64.0,,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,295.546869,
3105,2020-08-13 21:05:40,2020-07-08 01:00:00,,LU,Luzern,03,47.067763,8.1102,775,775,0,5,2,190.65,4.92,,0,20,,23.0,41.0,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,222.091402,
3130,2020-08-13 21:05:40,2020-07-09 01:00:00,,LU,Luzern,03,47.067763,8.1102,778,778,0,5,2,191.39,4.92,,0,20,,19.0,51.0,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,243.385068,
3157,2020-08-13 21:05:40,2020-07-10 01:00:00,,LU,Luzern,03,47.067763,8.1102,784,784,0,5,2,192.87,4.92,,0,20,,23.0,34.0,,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,207.272837,
3178,2020-08-13 21:05:40,2020-07-11 01:00:00,,LU,Luzern,03,47.067763,8.1102,784,784,0,5,2,192.87,4.92,,0,20,,25.0,58.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,207.272837,
3196,2020-08-13 21:05:40,2020-07-12 01:00:00,,LU,Luzern,03,47.067763,8.1102,790,790,0,5,2,194.34,4.92,,0,20,,,,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,150.367773,
3218,2020-08-13 21:05:40,2020-07-13 01:00:00,,LU,Luzern,03,47.067763,8.1102,793,793,0,5,2,195.08,4.92,,0,20,,27.0,64.0,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,150.945422,
3245,2020-08-13 21:05:40,2020-07-14 01:00:00,,LU,Luzern,03,47.067763,8.1102,796,796,-1,4,3,195.82,4.92,,0,20,,21.0,75.0,,,,,,,,,,3,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,151.523069,
3270,2020-08-13 21:05:40,2020-07-15 01:00:00,,LU,Luzern,03,47.067763,8.1102,806,806,1,5,4,198.28,4.92,,0,20,,31.0,103.0,,,,,,,,,,10,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,125.2311,
3296,2020-08-13 21:05:40,2020-07-16 01:00:00,,LU,Luzern,03,47.067763,8.1102,807,807,0,5,4,198.52,4.92,,0,20,,30.0,115.0,,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,119.860906,
3323,2020-08-13 21:05:40,2020-07-17 01:00:00,,LU,Luzern,03,47.067763,8.1102,813,813,1,6,4,200.0,4.92,,0,20,,36.0,86.0,,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,120.765074,
3344,2020-08-13 21:05:40,2020-07-18 01:00:00,,LU,Luzern,03,47.067763,8.1102,813,813,1,7,4,200.0,4.92,,0,20,,41.0,72.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,139.142103,
3362,2020-08-13 21:05:40,2020-07-19 01:00:00,,LU,Luzern,03,47.067763,8.1102,819,819,0,7,4,201.48,4.92,,0,20,,,,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,121.66924,
3384,2020-08-13 21:05:40,2020-07-20 01:00:00,,LU,Luzern,03,47.067763,8.1102,819,819,0,7,4,201.48,4.92,,0,20,,37.0,60.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,216.603873,
3411,2020-08-13 21:05:40,2020-07-21 01:00:00,,LU,Luzern,03,47.067763,8.1102,828,828,0,7,4,203.69,4.92,,0,20,,48.0,28.0,,,,,,,,,,9,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,134.908728,
3436,2020-08-13 21:05:40,2020-07-22 01:00:00,,LU,Luzern,03,47.067763,8.1102,832,832,0,7,3,204.67,4.92,,0,20,,47.0,49.0,,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,150.023211,
3462,2020-08-13 21:05:40,2020-07-23 01:00:00,,LU,Luzern,03,47.067763,8.1102,832,832,-2,5,3,204.67,4.92,,0,20,,41.0,52.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,150.023211,
3489,2020-08-13 21:05:40,2020-07-24 01:00:00,,LU,Luzern,03,47.067763,8.1102,839,839,1,6,3,206.4,4.92,,0,20,,38.0,84.0,,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,143.647785,
3511,2020-08-13 21:05:40,2020-07-25 01:00:00,,LU,Luzern,03,47.067763,8.1102,839,839,0,6,3,206.4,4.92,,0,20,,37.0,86.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,143.647785,
3529,2020-08-13 21:05:40,2020-07-26 01:00:00,,LU,Luzern,03,47.067763,8.1102,841,841,0,6,3,206.89,4.92,,0,20,,,,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,222.469086,
3551,2020-08-13 21:05:40,2020-07-27 01:00:00,,LU,Luzern,03,47.067763,8.1102,841,841,0,6,3,206.89,4.92,,0,20,,32.0,89.0,,,,,,,,,,0,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,322.117791,
3576,2020-08-13 21:05:40,2020-07-28 01:00:00,,LU,Luzern,03,47.067763,8.1102,848,848,0,6,4,208.61,4.92,,0,20,,32.0,53.0,,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,181.945634,
3603,2020-08-13 21:05:40,2020-07-29 01:00:00,,LU,Luzern,03,47.067763,8.1102,854,854,2,8,3,210.09,4.92,,0,20,,35.0,66.0,,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,195.577912,
3630,2020-08-13 21:05:40,2020-07-30 01:00:00,,LU,Luzern,03,47.067763,8.1102,866,866,1,9,5,213.04,4.92,,0,20,,43.0,78.0,,,,,,,,,,12,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,109.418254,
3657,2020-08-13 21:05:40,2020-07-31 01:00:00,,LU,Luzern,03,47.067763,8.1102,874,874,3,12,5,215.01,4.92,,0,20,,46.0,113.0,,,,,,,,,,8,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,90.045507,
3681,2020-08-13 21:05:40,2020-08-01 01:00:00,,LU,Luzern,03,47.067763,8.1102,878,878,1,13,8,215.99,4.92,,0,20,,48.0,131.0,,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,80.495674,
3721,2020-08-13 21:05:40,2020-08-03 01:00:00,,LU,Luzern,03,47.067763,8.1102,882,882,0,13,8,216.97,4.92,,0,20,,47.0,147.0,,,,,,,,,,4,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,88.161045,
3747,2020-08-13 21:05:40,2020-08-04 01:00:00,,LU,Luzern,03,47.067763,8.1102,892,892,1,14,5,219.43,4.92,,0,20,,46.0,135.0,,,,,,,,,,10,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,79.608149,
3774,2020-08-13 21:05:40,2020-08-05 01:00:00,,LU,Luzern,03,47.067763,8.1102,905,905,0,14,5,222.63,4.92,,0,20,,51.0,157.0,,,,,,,,,,13,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,78.677256,
3800,2020-08-13 21:05:40,2020-08-06 01:00:00,,LU,Luzern,03,47.067763,8.1102,910,910,-1,13,5,223.86,5.166,,0,21,,54.0,163.0,,,,,,,,,,5,1,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,85.861577,71.033495
3827,2020-08-13 21:05:40,2020-08-07 01:00:00,,LU,Luzern,03,47.067763,8.1102,916,916,-1,12,4,225.34,5.166,,0,21,,56.0,155.0,,,,,,,,,,6,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,81.797372,71.033495
3851,2020-08-13 21:05:40,2020-08-08 01:00:00,,LU,Luzern,03,47.067763,8.1102,924,924,-1,11,3,227.31,5.166,,0,21,,55.0,150.0,,,,,,,,,,8,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,74.499887,71.033495
3889,2020-08-13 21:05:40,2020-08-10 01:00:00,,LU,Luzern,03,47.067763,8.1102,925,925,-1,10,3,227.55,5.166,,0,21,,47.0,110.0,,,,,,,,,,1,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,95.402268,71.033495
3915,2020-08-13 21:05:40,2020-08-11 01:00:00,,LU,Luzern,03,47.067763,8.1102,932,932,-2,8,3,229.27,5.166,,0,21,,52.0,115.0,,,,,,,,,,7,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,117.890711,71.033495
3941,2020-08-13 21:05:40,2020-08-12 01:00:00,,LU,Luzern,03,47.067763,8.1102,940,940,1,9,4,231.24,5.166,,0,21,,51.0,128.0,,,,,,,,,,8,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,106.850823,
3966,2020-08-13 21:05:40,2020-08-13 01:00:00,,LU,Luzern,03,47.067763,8.1102,957,957,1,10,4,235.42,5.166,,0,21,,61.0,141.0,,,,,,,,,,17,0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,79.149834,
