,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,ncumul_confirmed_non_resident,current_hosp_non_resident,current_hosp_resident,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
2361,2020-09-04 20:07:03,2020-06-06 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1166,1166,0,5,2,370.04,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,575.557973,
2379,2020-09-04 20:07:03,2020-06-07 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1168,1168,0,5,2,370.68,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,576.548187,
2400,2020-09-04 20:07:03,2020-06-08 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1172,1172,0,5,2,371.95,26.658,150,0,84,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,404.448905,
2425,2020-09-04 20:07:03,2020-06-09 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1172,1172,-1,4,1,371.95,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,505.995464,
2449,2020-09-04 20:07:03,2020-06-10 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1174,1174,0,4,1,372.58,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,506.861901,
2472,2020-09-04 20:07:03,2020-06-11 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1175,1175,-1,3,1,372.9,26.658,150,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,450.735988,
2495,2020-09-04 20:07:03,2020-06-12 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1175,1175,1,4,1,372.9,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,580.013933,
2515,2020-09-04 20:07:03,2020-06-13 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1179,1179,-1,3,1,374.17,26.658,150,0,84,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,581.994359,
2534,2020-09-04 20:07:03,2020-06-14 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1181,1181,0,3,1,374.8,26.658,150,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,453.046489,
2556,2020-09-04 20:07:03,2020-06-15 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1181,1181,0,3,1,374.8,26.658,150,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,582.984572,
2580,2020-09-04 20:07:03,2020-06-16 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1182,1182,1,4,1,375.12,26.658,150,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,583.479679,
2604,2020-09-04 20:07:03,2020-06-17 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1183,1183,-1,3,1,375.44,26.658,151,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,510.760869,
2628,2020-09-04 20:07:03,2020-06-18 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1185,1185,-1,2,0,376.07,26.658,151,0,84,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,682.748507,
2653,2020-09-04 20:07:03,2020-06-19 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1186,1186,0,2,0,376.39,26.658,151,0,84,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,820.338468,
2675,2020-09-04 20:07:03,2020-06-20 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1191,1191,0,2,0,377.98,26.658,151,0,84,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,411.033843,
2694,2020-09-04 20:07:03,2020-06-21 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1191,1191,0,3,0,377.98,26.658,151,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,456.897326,
2715,2020-09-04 20:07:03,2020-06-22 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1191,1191,0,3,0,377.98,26.658,151,0,84,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,514.226618,
2740,2020-09-04 20:07:03,2020-06-23 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1195,1195,-1,2,0,379.24,26.976,152,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,412.420145,292.851266
2765,2020-09-04 20:07:03,2020-06-24 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1203,1203,0,2,0,381.78,26.976,152,0,85,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,243.514803,292.851266
2790,2020-09-04 20:07:03,2020-06-25 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1206,1206,0,2,0,382.74,26.976,152,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,276.908684,292.851266
2816,2020-09-04 20:07:03,2020-06-26 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1211,1211,0,2,0,384.32,26.976,152,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,208.112631,292.851266
2840,2020-09-04 20:07:03,2020-06-27 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1215,1215,0,2,0,385.59,26.976,152,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,173.71425,292.851266
2859,2020-09-04 20:07:03,2020-06-28 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1220,1220,0,2,0,387.18,26.976,152,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,167.389064,
2880,2020-09-04 20:07:03,2020-06-29 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1220,1220,0,4,0,387.18,26.976,152,0,85,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,246.980597,
2906,2020-09-04 20:07:03,2020-06-30 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1220,1220,0,4,0,387.18,26.976,152,0,85,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,300.277927,
2933,2020-09-04 20:07:03,2020-07-01 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1231,1231,-1,3,0,390.67,26.976,152,0,85,,,,,,,,,,,,11,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,211.578446,
2959,2020-09-04 20:07:03,2020-07-02 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1238,1238,0,3,0,392.89,26.976,152,0,85,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,184.808718,
2985,2020-09-04 20:07:03,2020-07-03 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1243,1243,1,4,1,394.48,26.976,152,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,185.562161,
3008,2020-09-04 20:07:03,2020-07-04 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1246,1246,0,4,1,395.43,26.976,152,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,164.34977,
3026,2020-09-04 20:07:03,2020-07-05 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1251,1251,0,4,1,397.02,26.976,152,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,138.119099,
3050,2020-09-04 20:07:03,2020-07-06 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1253,1253,0,4,1,397.65,26.976,152,0,85,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,195.651429,
3075,2020-09-04 20:07:03,2020-07-07 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1255,1255,0,4,1,398.29,26.976,152,0,85,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,254.116049,
3101,2020-09-04 20:07:03,2020-07-08 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1258,1258,0,4,1,399.24,26.976,152,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,288.923385,
3126,2020-09-04 20:07:03,2020-07-09 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1259,1259,0,4,1,399.56,26.976,152,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,333.907327,
3153,2020-09-04 20:07:03,2020-07-10 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1263,1263,-1,3,1,400.83,26.976,153,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,363.033079,
3175,2020-09-04 20:07:03,2020-07-11 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1266,1266,-2,1,1,401.78,26.976,155,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,335.773509,
3193,2020-09-04 20:07:03,2020-07-12 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1271,1271,0,1,1,403.36,26.976,155,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,273.572869,
3214,2020-09-04 20:07:03,2020-07-13 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1274,1274,0,1,1,404.32,26.976,155,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,274.222703,
3241,2020-09-04 20:07:03,2020-07-14 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1274,1274,0,1,1,404.32,26.976,155,0,85,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,292.620214,
3266,2020-09-04 20:07:03,2020-07-15 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1278,1278,0,1,1,405.59,26.976,155,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,293.544421,
3292,2020-09-04 20:07:03,2020-07-16 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1282,1282,1,2,1,406.85,26.976,155,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,275.955594,
3319,2020-09-04 20:07:03,2020-07-17 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1284,1284,0,2,1,407.49,26.976,155,0,85,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,340.572262,
3341,2020-09-04 20:07:03,2020-07-18 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1292,1292,0,2,1,410.03,26.976,155,0,85,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,247.025902,
3359,2020-09-04 20:07:03,2020-07-19 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1297,1297,1,3,1,411.62,26.976,155,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,193.699333,
3380,2020-09-04 20:07:03,2020-07-20 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1304,1304,0,3,1,413.84,26.976,155,0,85,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,172.081301,
3407,2020-09-04 20:07:03,2020-07-21 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1305,1305,-1,2,1,414.15,26.976,156,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,194.904838,
3432,2020-09-04 20:07:03,2020-07-22 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1311,1311,0,2,1,416.06,26.976,156,0,85,,,,,,,,,,,,6,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,166.541854,
3458,2020-09-04 20:07:03,2020-07-23 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1312,1312,0,2,1,416.38,26.976,156,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,225.614971,
3485,2020-09-04 20:07:03,2020-07-24 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1315,1315,0,2,1,417.33,26.976,156,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,251.454413,
3508,2020-09-04 20:07:03,2020-07-25 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1319,1319,-1,1,1,418.6,26.976,157,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,303.017539,
3526,2020-09-04 20:07:03,2020-07-26 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1320,1320,0,1,1,418.91,26.976,157,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,303.248591,
3547,2020-09-04 20:07:03,2020-07-27 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1321,1321,0,1,1,419.23,26.976,157,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,456.08865,
3572,2020-09-04 20:07:03,2020-07-28 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1325,1325,0,1,1,420.5,26.976,157,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,351.502751,
3599,2020-09-04 20:07:03,2020-07-29 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1332,1332,0,1,1,422.72,26.976,157,0,85,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,269.814024,
3626,2020-09-04 20:07:03,2020-07-30 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1342,1342,1,2,1,425.9,26.976,157,0,85,,,,,,,,,,,,10,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,200.480295,
3653,2020-09-04 20:07:03,2020-07-31 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1350,1350,0,2,1,428.44,26.976,157,0,85,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,154.218757,
3678,2020-09-04 20:07:03,2020-08-01 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1353,1353,0,2,1,429.39,26.976,157,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,144.795865,
3697,2020-09-04 20:07:03,2020-08-02 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1358,1358,-1,1,1,430.97,26.976,158,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,140.880311,
3717,2020-09-04 20:07:03,2020-08-03 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1360,1360,0,1,1,431.61,26.976,158,0,85,,,,,,,,,,,,2,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,166.596868,
3743,2020-09-04 20:07:03,2020-08-04 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1360,1360,0,1,1,431.61,26.976,158,0,85,,,,,,,,,,,,0,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,260.118886,
3770,2020-09-04 20:07:03,2020-08-05 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1368,1368,0,1,1,434.15,26.976,158,0,85,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,261.659235,
3796,2020-09-04 20:07:03,2020-08-06 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1373,1373,0,1,1,435.73,26.976,158,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,236.185664,
3823,2020-09-04 20:07:03,2020-08-07 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1377,1377,0,1,1,437.0,26.976,158,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,249.437769,
3848,2020-09-04 20:07:03,2020-08-08 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1378,1378,0,1,1,437.32,26.976,158,0,85,,,,,,,,,,,,1,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,263.584672,
3867,2020-09-04 20:07:03,2020-08-09 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1384,1384,0,1,1,439.23,26.976,158,0,85,,,,,,,,,,,,6,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,198.119517,
3888,2020-09-04 20:07:03,2020-08-10 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1389,1389,0,1,1,440.81,26.976,158,0,85,,,,,,,,,,,,5,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,227.496407,
3914,2020-09-04 20:07:03,2020-08-11 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1393,1393,1,2,1,442.08,26.976,158,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,239.651461,
3940,2020-09-04 20:07:03,2020-08-12 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1401,1401,0,2,1,444.62,26.976,158,0,85,,,,,,,,,,,,8,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,200.574475,
3966,2020-09-04 20:07:03,2020-08-13 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1405,1405,0,2,1,445.89,26.976,158,0,85,,,,,,,,,,,,4,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,178.608155,
3993,2020-09-04 20:07:03,2020-08-14 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1408,1408,0,2,1,446.84,26.976,158,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,201.58534,
4017,2020-09-04 20:07:03,2020-08-15 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1418,1418,1,3,1,450.02,26.976,158,0,85,,,,,,,,,,,,10,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,167.723699,
4034,2020-09-04 20:07:03,2020-08-16 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1425,1425,0,3,1,452.24,26.976,158,0,85,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,152.594125,
4053,2020-09-04 20:07:03,2020-08-17 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1428,1428,0,3,1,453.19,26.976,158,0,85,,,,,,,,,,,,3,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,181.56054,
4080,2020-09-04 20:07:03,2020-08-18 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1434,1434,0,3,1,455.09,26.976,158,0,85,,,,,,,,,,,,6,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,169.635897,
4107,2020-09-04 20:07:03,2020-08-19 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1451,1451,1,4,1,460.49,26.976,158,0,85,,,,,,,,,,,,17,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,115.206881,
4132,2020-09-04 20:07:03,2020-08-20 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1464,1464,-2,2,1,464.61,26.976,160,0,85,,,,,,,,,,,,13,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,108.558724,
4159,2020-09-04 20:07:03,2020-08-21 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1487,1487,0,2,0,471.91,26.976,160,0,85,,,,,,,,,,,,23,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,81.376595,
4184,2020-09-04 20:07:03,2020-08-22 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1516,1516,1,3,1,481.12,26.976,160,0,85,,,,,,,,,,,,29,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,57.95504,
4201,2020-09-04 20:07:03,2020-08-23 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1550,1550,0,3,1,491.91,26.976,160,0,85,,,,,,,,,,,,34,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,44.554071,
4221,2020-09-04 20:07:03,2020-08-24 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1561,1561,0,3,1,495.4,26.976,160,0,85,,,,,,,,,,,,11,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,47.427973,
4247,2020-09-04 20:07:03,2020-08-25 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1572,1572,-1,2,0,498.89,26.976,160,0,85,,,,,,,,,,,,11,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,48.692289,
4273,2020-09-04 20:07:03,2020-08-26 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1595,1595,0,2,0,506.19,26.976,160,0,85,,,,,,,,,,,,23,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,49.430669,
4300,2020-09-04 20:07:03,2020-08-27 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1613,1613,0,2,0,511.9,26.976,160,0,85,,,,,,,,,,,,18,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,55.880479,
4327,2020-09-04 20:07:03,2020-08-28 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1634,1634,1,3,0,518.57,26.976,160,0,85,,,,,,,,,,,,21,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,65.668705,
4352,2020-09-04 20:07:03,2020-08-29 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1654,1654,0,3,0,524.91,26.976,162,0,85,,,,,,,,,,,,20,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,59.888346,
4369,2020-09-04 20:07:03,2020-08-30 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1679,1679,0,3,1,532.85,26.976,162,0,85,,,,,,,,,,,,25,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,52.631018,
4389,2020-09-04 20:07:03,2020-08-31 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1686,1686,2,5,1,535.07,26.976,162,0,85,,,,,,,,,,,,7,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,62.462435,
4415,2020-09-04 20:07:03,2020-09-01 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1703,1703,0,5,0,540.46,26.976,163,0,85,,,,,,,,,,,,17,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,63.830877,
4441,2020-09-04 20:07:03,2020-09-02 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1730,1730,0,5,0,549.03,26.976,163,0,85,,,,,,,,,,,,27,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,60.706094,
4467,2020-09-04 20:07:03,2020-09-03 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1765,1765,0,5,1,560.14,26.976,163,0,85,,,,,,,,,,,,35,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,53.356697,
4489,2020-09-04 20:07:03,2020-09-04 01:00:00,30,FR,Fribourg,10,46.718391,7.074008,1799,1799,1,6,1,570.93,26.976,163,0,85,,,,,,,,,,,,34,0,https://www.fr.ch/sites/default/files/2020-09/200904_statistiques_situation_COVID_site.xlsx,50.204354,
