,last_update,timestamp,tests_performed,abbreviation_canton,name_canton,number_canton,lat,long,total_positive_cases,total_currently_positive_cases,new_hosp,total_hospitalized,intensive_care,total_currently_positive_per_100k,deaths_per_100k,released,ncumul_ICU_intub,deaths,ncumul_vent,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,ndiff_tests_total,current_hosp_resident,ndiff_tests_positive,ndiff_tests_negative,tests_positivity_rate,new_positive_cases,new_deaths,source,doubling_time_total_positive,doubling_time_fatalities
2567,2020-08-30 07:04:29,2020-06-15 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,308,308,0,1,,195.8,14.622,284,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,1065.712851,
2591,2020-08-30 07:04:29,2020-06-16 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,308,308,0,1,,195.8,14.622,284,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,
2616,2020-08-30 07:04:29,2020-06-17 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,308,308,0,1,,195.8,14.622,284,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,
2639,2020-08-30 07:04:29,2020-06-18 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,308,308,0,1,,195.8,14.622,284,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,
2664,2020-08-30 07:04:29,2020-06-19 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,309,309,0,1,,196.44,14.622,285,0,23,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,1069.17859,
2683,2020-08-30 07:04:29,2020-06-20 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,309,309,0,1,,196.44,14.622,285,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,1069.17859,
2702,2020-08-30 07:04:29,2020-06-21 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,309,309,0,1,,196.44,14.622,285,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,1069.17859,
2727,2020-08-30 07:04:29,2020-06-22 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,313,313,0,1,,198.98,14.622,285,0,23,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,215.217549,
2752,2020-08-30 07:04:29,2020-06-23 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,313,313,0,1,,198.98,14.622,285,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,215.217549,
2777,2020-08-30 07:04:29,2020-06-24 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,316,316,0,1,,200.89,14.622,285,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,154.713883,
2802,2020-08-30 07:04:29,2020-06-25 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,317,317,0,1,,201.53,14.622,285,0,23,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,135.589535,
2828,2020-08-30 07:04:29,2020-06-26 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,320,320,0,1,,203.43,14.622,285,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,99.078438,
2848,2020-08-30 07:04:29,2020-06-27 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,323,323,0,1,,205.34,14.622,285,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,110.201319,
2867,2020-08-30 07:04:29,2020-06-28 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,323,323,0,1,,205.34,14.622,285,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,110.201319,
2892,2020-08-30 07:04:29,2020-06-29 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,328,328,0,1,,208.52,14.622,286,0,23,,,,,,,,,,,,,,,,5,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,92.986483,
2918,2020-08-30 07:04:29,2020-06-30 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,328,328,0,1,,208.52,14.622,288,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,101.599224,
2945,2020-08-30 07:04:29,2020-07-01 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,332,332,0,1,,211.06,14.622,290,0,23,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,94.14186,
2971,2020-08-30 07:04:29,2020-07-02 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,336,336,0,1,,213.6,14.622,293,0,23,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,87.83168,
2997,2020-08-30 07:04:29,2020-07-03 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,339,339,0,1,,215.51,14.622,293,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,71.683449,
3015,2020-08-30 07:04:29,2020-07-04 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,342,342,0,1,,217.42,14.622,293,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,82.918038,
3035,2020-08-30 07:04:29,2020-07-05 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,342,342,0,1,,217.42,14.622,293,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,82.918038,
3062,2020-08-30 07:04:29,2020-07-06 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,342,342,0,1,,217.42,14.622,293,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,116.786729,
3087,2020-08-30 07:04:29,2020-07-07 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,349,349,0,1,,221.87,14.622,293,0,23,,,,,,,,,,,,,,,,7,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,91.297848,
3113,2020-08-30 07:04:29,2020-07-08 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,353,353,0,1,,224.41,14.622,301,0,23,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,85.6415,
3138,2020-08-30 07:04:29,2020-07-09 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,356,356,0,1,,226.32,14.622,301,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,86.384258,
3164,2020-08-30 07:04:29,2020-07-10 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,358,358,0,1,,227.59,14.622,306,0,23,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,75.799768,
3182,2020-08-30 07:04:29,2020-07-11 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,362,362,0,1,,230.13,14.622,308,0,23,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,60.980539,
3200,2020-08-30 07:04:29,2020-07-12 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,362,362,0,1,,230.13,14.622,308,0,23,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,94.763985,
3226,2020-08-30 07:04:29,2020-07-13 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,363,363,0,1,,230.77,14.622,321,0,23,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,124.065278,
3253,2020-08-30 07:04:29,2020-07-14 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,366,366,0,1,,232.68,14.622,322,0,23,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,125.105065,
3278,2020-08-30 07:04:29,2020-07-15 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,371,371,0,1,,235.86,14.622,325,0,23,,,,,,,,,,,,,,,,5,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,97.163601,
3304,2020-08-30 07:04:29,2020-07-16 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,373,373,0,1,,237.13,15.257,327,0,24,,,,,,,,,,,,,,,,2,1,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,115.778441,81.432502
3330,2020-08-30 07:04:29,2020-07-17 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,374,374,0,1,,237.76,15.257,327,0,24,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,106.273149,81.432502
3349,2020-08-30 07:04:29,2020-07-18 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,375,375,0,1,,238.4,15.257,327,0,24,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,106.561986,81.432502
3367,2020-08-30 07:04:29,2020-07-19 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,375,375,0,1,,238.4,15.257,327,0,24,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,142.665779,81.432502
3392,2020-08-30 07:04:29,2020-07-20 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,376,376,0,1,,239.03,15.257,329,0,24,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,258.886606,81.432502
3419,2020-08-30 07:04:29,2020-07-21 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,378,378,0,1,,240.31,15.893,332,0,25,,,,,,,,,,,,,,,,2,1,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,260.272921,84.89874
3444,2020-08-30 07:04:29,2020-07-22 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,380,380,0,1,,241.58,15.893,333,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,217.759143,84.89874
3470,2020-08-30 07:04:29,2020-07-23 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,382,382,0,1,,242.85,15.893,338,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,187.39195,84.89874
3497,2020-08-30 07:04:29,2020-07-24 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,384,384,0,1,,244.12,15.893,341,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,146.131681,84.89874
3516,2020-08-30 07:04:29,2020-07-25 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,386,386,0,1,,245.39,15.893,343,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,132.036957,84.89874
3534,2020-08-30 07:04:29,2020-07-26 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,386,386,0,1,,245.39,15.893,343,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,165.482841,
3559,2020-08-30 07:04:29,2020-07-27 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,386,386,0,1,,245.39,15.893,348,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,221.224951,
3584,2020-08-30 07:04:29,2020-07-28 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,390,390,0,1,,247.93,15.893,350,0,25,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,167.215771,
3611,2020-08-30 07:04:29,2020-07-29 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,394,394,0,1,,250.48,15.893,350,0,25,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,134.809702,
3638,2020-08-30 07:04:29,2020-07-30 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,401,401,0,1,,254.93,15.893,352,0,25,,,,,,,,,,,,,,,,7,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,90.906795,
3665,2020-08-30 07:04:29,2020-07-31 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,403,403,0,1,,256.2,15.893,354,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,80.413012,
3686,2020-08-30 07:04:29,2020-08-01 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,405,405,0,1,,257.47,15.893,354,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,72.128152,
3704,2020-08-30 07:04:29,2020-08-02 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,405,405,0,1,,257.47,15.893,356,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,91.831102,
3729,2020-08-30 07:04:29,2020-08-03 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,405,405,0,1,,257.47,15.893,358,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,125.861274,
3755,2020-08-30 07:04:29,2020-08-04 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,408,408,0,1,,259.38,15.893,358,0,25,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,200.265027,
3782,2020-08-30 07:04:29,2020-08-05 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,411,411,0,1,,261.28,15.893,362,0,25,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,176.313637,
3808,2020-08-30 07:04:29,2020-08-06 08:00:00,10,SZ,Schwyz,05,47.061787,8.756585,416,416,0,1,,264.46,15.893,363,0,25,,,,,,,,,,,,,,,,5,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,129.327223,
3835,2020-08-30 07:04:29,2020-08-07 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,416,416,0,1,,264.46,15.893,365,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,129.327223,
3856,2020-08-30 07:04:29,2020-08-08 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,418,418,0,1,,265.73,15.893,365,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,109.694746,
3875,2020-08-30 07:04:29,2020-08-09 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,418,418,0,1,,265.73,15.893,365,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,143.1279,
3900,2020-08-30 07:04:29,2020-08-10 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,418,418,0,1,,265.73,15.893,367,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,205.216198,
3926,2020-08-30 07:04:29,2020-08-11 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,427,427,0,1,,271.46,15.893,375,0,25,,,,,,,,,,,,,,,,9,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,132.793161,
3952,2020-08-30 07:04:29,2020-08-12 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,429,429,0,1,,272.73,15.893,384,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,112.62753,
3978,2020-08-30 07:04:29,2020-08-13 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,431,431,0,1,,274.0,15.893,386,0,25,,,,,,,,,,,,,,,,2,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,113.160762,
4005,2020-08-30 07:04:29,2020-08-14 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,432,432,0,1,,274.63,15.893,390,0,25,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,105.200325,
4023,2020-08-30 07:04:29,2020-08-15 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,436,436,0,1,,277.18,15.893,390,0,25,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,82.202781,
4041,2020-08-30 07:04:29,2020-08-16 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,436,436,0,1,,277.18,15.893,390,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,166.156758,
4065,2020-08-30 07:04:29,2020-08-17 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,439,439,0,1,,279.08,15.893,393,0,25,,,,,,,,,,,,,,,,3,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,150.406283,
4092,2020-08-30 07:04:29,2020-08-18 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,439,439,0,1,,279.08,15.893,393,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,188.444078,
4119,2020-08-30 07:04:29,2020-08-19 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,451,451,0,1,,286.71,15.893,399,0,25,,,,,,,,,,,,,,,,12,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,80.520327,
4144,2020-08-30 07:04:29,2020-08-20 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,452,452,0,1,,287.35,15.893,400,0,25,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,96.163763,
4171,2020-08-30 07:04:29,2020-08-21 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,459,459,0,1,,291.8,15.893,404,0,25,,,,,,,,,,,,,,,,7,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,67.416319,
4190,2020-08-30 07:04:29,2020-08-22 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,460,460,0,1,,292.43,15.893,404,0,25,,,,,,,,,,,,,,,,1,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,74.169757,
4208,2020-08-30 07:04:29,2020-08-23 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,460,460,0,1,,292.43,15.893,404,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,74.169757,
4233,2020-08-30 07:04:29,2020-08-24 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,464,464,0,1,,294.98,15.893,409,0,25,,,,,,,,,,,,,,,,4,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,121.959037,
4259,2020-08-30 07:04:29,2020-08-25 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,474,474,0,1,,301.34,15.893,416,0,25,,,,,,,,,,,,,,,,10,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,72.924262,
4285,2020-08-30 07:04:29,2020-08-26 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,479,479,0,1,,304.51,15.893,420,0,25,,,,,,,,,,,,,,,,5,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,81.259189,
4312,2020-08-30 07:04:29,2020-08-27 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,484,484,0,1,,307.69,15.893,421,0,25,,,,,,,,,,,,,,,,5,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,68.144785,
4336,2020-08-30 07:04:29,2020-08-28 07:00:00,10,SZ,Schwyz,05,47.061787,8.756585,484,484,0,1,,307.69,15.893,423,0,25,,,,,,,,,,,,,,,,0,0,https://www.sz.ch/public/upload/assets/48320/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,68.144785,
